ax_0,ay_0,az_0,gx_0,gy_0,gz_0,ax_1,ay_1,az_1,gx_1,gy_1,gz_1,ax_2,ay_2,az_2,gx_2,gy_2,gz_2,ax_3,ay_3,az_3,gx_3,gy_3,gz_3,ax_4,ay_4,az_4,gx_4,gy_4,gz_4,ax_5,ay_5,az_5,gx_5,gy_5,gz_5,ax_6,ay_6,az_6,gx_6,gy_6,gz_6,ax_7,ay_7,az_7,gx_7,gy_7,gz_7,ax_8,ay_8,az_8,gx_8,gy_8,gz_8,ax_9,ay_9,az_9,gx_9,gy_9,gz_9,ax_10,ay_10,az_10,gx_10,gy_10,gz_10,ax_11,ay_11,az_11,gx_11,gy_11,gz_11,ax_12,ay_12,az_12,gx_12,gy_12,gz_12,ax_13,ay_13,az_13,gx_13,gy_13,gz_13,ax_14,ay_14,az_14,gx_14,gy_14,gz_14,ax_15,ay_15,az_15,gx_15,gy_15,gz_15,ax_16,ay_16,az_16,gx_16,gy_16,gz_16,ax_17,ay_17,az_17,gx_17,gy_17,gz_17,ax_18,ay_18,az_18,gx_18,gy_18,gz_18,ax_19,ay_19,az_19,gx_19,gy_19,gz_19,ax_20,ay_20,az_20,gx_20,gy_20,gz_20,ax_21,ay_21,az_21,gx_21,gy_21,gz_21,ax_22,ay_22,az_22,gx_22,gy_22,gz_22,ax_23,ay_23,az_23,gx_23,gy_23,gz_23,ax_24,ay_24,az_24,gx_24,gy_24,gz_24,ax_25,ay_25,az_25,gx_25,gy_25,gz_25,ax_26,ay_26,az_26,gx_26,gy_26,gz_26,ax_27,ay_27,az_27,gx_27,gy_27,gz_27,ax_28,ay_28,az_28,gx_28,gy_28,gz_28,ax_29,ay_29,az_29,gx_29,gy_29,gz_29,ax_30,ay_30,az_30,gx_30,gy_30,gz_30,ax_31,ay_31,az_31,gx_31,gy_31,gz_31,ax_32,ay_32,az_32,gx_32,gy_32,gz_32,ax_33,ay_33,az_33,gx_33,gy_33,gz_33,ax_34,ay_34,az_34,gx_34,gy_34,gz_34,ax_35,ay_35,az_35,gx_35,gy_35,gz_35,ax_36,ay_36,az_36,gx_36,gy_36,gz_36,ax_37,ay_37,az_37,gx_37,gy_37,gz_37,ax_38,ay_38,az_38,gx_38,gy_38,gz_38,ax_39,ay_39,az_39,gx_39,gy_39,gz_39,ax_40,ay_40,az_40,gx_40,gy_40,gz_40,ax_41,ay_41,az_41,gx_41,gy_41,gz_41,ax_42,ay_42,az_42,gx_42,gy_42,gz_42,ax_43,ay_43,az_43,gx_43,gy_43,gz_43,ax_44,ay_44,az_44,gx_44,gy_44,gz_44,ax_45,ay_45,az_45,gx_45,gy_45,gz_45,ax_46,ay_46,az_46,gx_46,gy_46,gz_46,ax_47,ay_47,az_47,gx_47,gy_47,gz_47,ax_48,ay_48,az_48,gx_48,gy_48,gz_48,ax_49,ay_49,az_49,gx_49,gy_49,gz_49,ax_50,ay_50,az_50,gx_50,gy_50,gz_50,ax_51,ay_51,az_51,gx_51,gy_51,gz_51,ax_52,ay_52,az_52,gx_52,gy_52,gz_52,ax_53,ay_53,az_53,gx_53,gy_53,gz_53,ax_54,ay_54,az_54,gx_54,gy_54,gz_54,ax_55,ay_55,az_55,gx_55,gy_55,gz_55,ax_56,ay_56,az_56,gx_56,gy_56,gz_56,ax_57,ay_57,az_57,gx_57,gy_57,gz_57,ax_58,ay_58,az_58,gx_58,gy_58,gz_58,ax_59,ay_59,az_59,gx_59,gy_59,gz_59,ax_60,ay_60,az_60,gx_60,gy_60,gz_60,ax_61,ay_61,az_61,gx_61,gy_61,gz_61,ax_62,ay_62,az_62,gx_62,gy_62,gz_62,ax_63,ay_63,az_63,gx_63,gy_63,gz_63,ax_64,ay_64,az_64,gx_64,gy_64,gz_64,ax_65,ay_65,az_65,gx_65,gy_65,gz_65,ax_66,ay_66,az_66,gx_66,gy_66,gz_66,ax_67,ay_67,az_67,gx_67,gy_67,gz_67,ax_68,ay_68,az_68,gx_68,gy_68,gz_68,ax_69,ay_69,az_69,gx_69,gy_69,gz_69,ax_70,ay_70,az_70,gx_70,gy_70,gz_70,ax_71,ay_71,az_71,gx_71,gy_71,gz_71,ax_72,ay_72,az_72,gx_72,gy_72,gz_72,ax_73,ay_73,az_73,gx_73,gy_73,gz_73,ax_74,ay_74,az_74,gx_74,gy_74,gz_74,ax_75,ay_75,az_75,gx_75,gy_75,gz_75,ax_76,ay_76,az_76,gx_76,gy_76,gz_76,ax_77,ay_77,az_77,gx_77,gy_77,gz_77,ax_78,ay_78,az_78,gx_78,gy_78,gz_78,ax_79,ay_79,az_79,gx_79,gy_79,gz_79,ax_80,ay_80,az_80,gx_80,gy_80,gz_80,ax_81,ay_81,az_81,gx_81,gy_81,gz_81,ax_82,ay_82,az_82,gx_82,gy_82,gz_82,ax_83,ay_83,az_83,gx_83,gy_83,gz_83,ax_84,ay_84,az_84,gx_84,gy_84,gz_84,ax_85,ay_85,az_85,gx_85,gy_85,gz_85,ax_86,ay_86,az_86,gx_86,gy_86,gz_86,ax_87,ay_87,az_87,gx_87,gy_87,gz_87,ax_88,ay_88,az_88,gx_88,gy_88,gz_88,ax_89,ay_89,az_89,gx_89,gy_89,gz_89,ax_90,ay_90,az_90,gx_90,gy_90,gz_90,ax_91,ay_91,az_91,gx_91,gy_91,gz_91,ax_92,ay_92,az_92,gx_92,gy_92,gz_92,ax_93,ay_93,az_93,gx_93,gy_93,gz_93,ax_94,ay_94,az_94,gx_94,gy_94,gz_94,ax_95,ay_95,az_95,gx_95,gy_95,gz_95,ax_96,ay_96,az_96,gx_96,gy_96,gz_96,ax_97,ay_97,az_97,gx_97,gy_97,gz_97,ax_98,ay_98,az_98,gx_98,gy_98,gz_98,ax_99,ay_99,az_99,gx_99,gy_99,gz_99
0.7371,0.1001,0.9249,-13.81,-10.11,5.61,0.7386,0.1002,0.9268,-14.21,-9.38,6.06,0.7463,0.104,0.929,-14.6,-7.98,6.14,0.756,0.0968,0.9294,-14.76,-7.03,5.75,0.7511,0.0942,0.9264,-15.14,-6.12,5.09,0.7399,0.0851,0.9312,-15.34,-5.21,4.82,0.73,0.0839,0.9281,-15.21,-5.56,4.98,0.7229,0.08,0.934,-14.47,-6.08,5.05,0.7174,0.0781,0.9258,-13.19,-7.31,5.09,0.719,0.0785,0.9305,-11.65,-9.1,5.05,0.7218,0.0817,0.9248,-9.87,-10.23,5.21,0.7266,0.0851,0.9252,-8.56,-9.25,5.78,0.7233,0.0887,0.927,-7.7,-8.22,6.56,0.7316,0.0942,0.9238,-7.39,-7.76,7.2,0.7346,0.0929,0.9237,-7.75,-8.16,7.18,0.7366,0.0928,0.9166,-8.44,-8.56,6.67,0.7345,0.0869,0.9236,-8.86,-8.95,6.38,0.746,0.0807,0.9261,-9.02,-9.89,5.73,0.7579,0.0779,0.9197,-8.7,-11.08,4.53,0.7627,0.0851,0.9291,-8.1,-11.4,3.71,0.7659,0.0846,0.926,-8.47,-9.8,3.72,0.7653,0.0947,0.9203,-8.85,-7.73,3.62,0.764,0.0919,0.9191,-9.45,-6.97,3.35,0.7649,0.0909,0.9199,-10.38,-6.7,2.66,0.756,0.0806,0.9269,-10.93,-5.93,1.68,0.7505,0.0769,0.9243,-10.5,-5.98,1.07,0.7375,0.0719,0.9263,-9.32,-6.87,1.03,0.7701,0.1046,0.9124,-8.62,-4.7,0.61,0.7517,0.092,0.9193,-12.39,5.53,-1.13,0.736,0.0745,0.9203,-14.71,3.66,-1.21,0.7128,0.0846,0.9205,-14.08,3.44,-0.28,0.6909,0.0886,0.9268,-13.46,1.93,1.69,0.6846,0.0861,0.9282,-12.53,-1.27,2.78,0.6974,0.09,0.9291,-11.43,-3.4,3.55,0.7144,0.0925,0.9266,-11.13,-5.3,3.5,0.7173,0.0905,0.9191,-10.79,-6.54,2.98,0.7114,0.0918,0.923,-10.21,-7.56,3.02,0.7002,0.0978,0.924,-9.76,-7.61,4.05,0.7067,0.1052,0.9263,-9.79,-8.13,4.77,0.7174,0.1169,0.926,-9.71,-9.1,4.81,0.7297,0.1266,0.9226,-9.89,-8.25,4.9,0.7531,0.1271,0.9243,-11.0,-7.21,4.47,0.7646,0.134,0.9249,-12.4,-6.55,3.16,0.7632,0.1353,0.9187,-13.35,-6.28,1.27,0.756,0.1346,0.9283,-13.69,-7.21,-0.49,0.7448,0.1327,0.9253,-13.06,-7.89,-1.24,0.7502,0.1423,0.929,-11.89,-8.18,-0.95,0.7639,0.1526,0.9259,-11.12,-8.2,-1.35,0.7646,0.1763,0.9309,-10.71,-8.0,-2.3,0.7581,0.2067,0.9214,-10.52,-7.72,-3.13,0.7562,0.2396,0.9266,-10.81,-8.12,-2.47,0.7869,0.2877,0.9341,-11.4,-7.96,-1.09,0.8552,0.3231,0.9232,-11.91,-6.4,-0.77,0.9117,0.3525,0.9264,-12.6,-2.53,-2.69,0.9447,0.3745,0.9296,-13.75,2.44,-7.16,0.9551,0.4008,0.9343,-13.89,5.08,-13.5,0.951,0.4319,0.9408,-11.95,4.98,-20.24,0.926,0.4692,0.9435,-8.67,2.17,-27.6,0.8851,0.5104,0.9426,-4.5,-2.86,-33.73,0.8372,0.5446,0.9432,-0.34,-6.98,-37.27,0.7942,0.567,0.9437,3.94,-8.06,-38.47,0.776,0.5765,0.9396,7.7,-8.57,-37.85,0.7988,0.5643,0.9283,10.47,-8.79,-36.82,0.8625,0.5482,0.9261,11.82,-9.35,-38.56,0.8489,0.5559,0.92,10.74,-11.22,-42.79,0.8384,0.5223,0.9124,7.12,-9.78,-47.36,0.7736,0.4834,0.9167,1.44,-10.27,-51.26,0.7367,0.4395,0.9225,-2.82,-11.37,-54.45,0.6796,0.4043,0.9351,-1.84,-17.07,-57.85,0.6127,0.366,0.9348,4.66,-26.44,-60.5,0.5793,0.3096,0.9425,15.95,-33.15,-61.19,0.5311,0.2634,0.9324,28.7,-38.69,-55.59,0.5519,0.238,0.9252,39.28,-41.74,-45.23,0.702,0.2239,0.9121,45.47,-42.66,-38.58,0.8549,0.2329,0.8914,44.35,-41.56,-41.66,0.8247,0.2457,0.8842,33.32,-43.92,-53.24,0.7241,0.2202,0.8862,14.76,-42.18,-65.33,0.5552,0.1907,0.8981,-4.09,-38.79,-68.23,0.3887,0.1389,0.905,-17.5,-34.3,-57.76,0.3096,0.0586,0.9156,-21.76,-26.81,-36.88,0.2478,0.0098,0.9275,-17.9,-20.53,-8.31,0.2882,-0.0403,0.9332,-9.42,-16.4,22.2,0.553,-0.1021,0.9316,2.24,-14.95,44.69,0.9232,-0.1334,0.9131,14.37,-13.92,50.45,1.1348,-0.0779,0.9053,22.38,-14.31,37.28,1.1649,-0.0006,0.8909,20.27,-12.98,11.44,1.0342,0.0475,0.8915,5.19,-18.69,-13.87,0.8367,0.0778,0.8967,-17.84,-27.02,-29.19,0.6548,0.0972,0.9062,-39.37,-23.23,-28.81,0.5582,0.0452,0.9216,-52.06,-8.04,-14.49,0.5905,-0.0726,0.9263,-55.8,5.02,4.76,0.6891,-0.1666,0.9319,-53.6,11.27,21.02,0.9031,-0.2633,0.9196,-47.87,17.15,28.12,1.0381,-0.286,0.9122,-42.16,20.69,20.86,1.0656,-0.2704,0.9252,-39.96,15.19,0.5,0.9478,-0.2366,0.9193,-43.43,1.66,-24.15,0.7643,-0.2037,0.9253,-51.98,-13.44,-41.38,0.6619,-0.2084,0.9351,-59.27,-21.56,-43.47,0.6541,-0.2435,0.937,-61.31,-21.95,-36.05,0.7009,-0.2781,0.9507,-56.08,-15.18,-24.76
0.8596,0.052,0.9231,-21.36,3.28,-3.8,0.8397,-0.0013,0.9253,-24.75,6.07,-5.4,0.8231,-0.0505,0.9294,-26.33,6.66,-6.24,0.8091,-0.0887,0.9321,-26.58,3.92,-6.58,0.8033,-0.119,0.9307,-26.6,1.17,-7.69,0.804,-0.1556,0.939,-26.43,1.99,-9.09,0.8188,-0.2034,0.9385,-26.55,1.91,-10.18,0.8552,-0.2694,0.9287,-27.6,3.31,-11.75,0.8671,-0.316,0.9344,-28.42,6.66,-13.54,0.8341,-0.3163,0.931,-28.08,9.62,-14.82,0.7787,-0.3298,0.9409,-26.37,14.44,-15.56,0.7001,-0.349,0.9387,-23.61,20.83,-14.31,0.6385,-0.3668,0.9377,-20.01,24.76,-10.35,0.6254,-0.3693,0.9362,-15.68,23.52,-6.77,0.6331,-0.3431,0.9333,-12.47,14.87,-4.85,0.6561,-0.3356,0.9308,-11.5,2.48,-5.05,0.719,-0.3632,0.9257,-11.98,-6.83,-6.08,0.7927,-0.3679,0.9282,-11.25,-11.74,-8.42,0.8501,-0.3496,0.9319,-6.08,-14.32,-13.4,0.8142,-0.3281,0.937,3.73,-9.47,-15.99,0.7245,-0.2849,0.9423,16.32,1.79,-12.56,0.6166,-0.1969,0.934,27.98,10.31,-3.98,0.5908,-0.1265,0.9189,35.73,12.68,6.26,0.6104,-0.0765,0.9128,38.68,9.94,13.21,0.6522,-0.0225,0.9016,36.3,1.89,14.73,0.7031,0.0394,0.8973,29.11,-5.77,11.61,0.7113,0.0641,0.9055,20.32,-5.14,6.12,0.6033,0.0823,0.9055,11.18,1.68,4.89,0.4579,0.099,0.9121,5.18,10.69,13.48,0.374,0.1234,0.9147,3.22,17.89,32.05,0.4054,0.1479,0.915,4.76,21.96,55.84,0.5671,0.1768,0.903,6.45,23.26,74.43,0.6947,0.2283,0.9049,4.44,18.47,81.19,0.7556,0.2822,0.903,-1.64,12.31,76.17,0.7664,0.3113,0.9027,-10.44,9.37,66.16,0.7465,0.3223,0.9128,-17.42,7.4,55.9,0.7164,0.3287,0.9268,-16.98,3.73,49.18,0.6896,0.3369,0.9349,-8.88,2.05,47.65,0.6504,0.3558,0.9272,1.51,1.37,52.05,0.6246,0.3873,0.9219,8.77,3.09,60.95,0.6617,0.4458,0.9161,12.55,1.51,68.68,0.7208,0.4913,0.9094,12.29,-0.69,68.6,0.7649,0.5216,0.9141,9.5,-2.76,63.14,0.8058,0.5464,0.9091,6.17,-6.27,54.52,0.7947,0.5807,0.9172,4.28,-8.81,45.35,0.778,0.5952,0.9133,3.63,-12.12,37.74,0.7631,0.5623,0.9089,1.02,-13.88,33.78,0.7498,0.5327,0.9139,-3.71,-12.14,32.98,0.7209,0.5278,0.9169,-7.41,-11.0,32.96,0.7217,0.5127,0.9189,-8.41,-13.15,32.03,0.7321,0.4904,0.9226,-8.44,-19.34,30.74,0.7599,0.4766,0.9197,-8.66,-25.54,29.65,0.814,0.4852,0.9207,-7.83,-28.86,28.92,0.8751,0.486,0.9257,-6.23,-29.85,28.73,0.9086,0.4811,0.9249,-5.12,-27.64,28.09,0.937,0.4849,0.9176,-5.86,-23.47,26.08,0.9446,0.486,0.9126,-8.36,-18.0,22.45,0.9554,0.4685,0.917,-11.85,-12.66,17.35,0.9415,0.4645,0.9241,-13.92,-10.02,10.11,0.9059,0.4565,0.9272,-13.62,-11.37,1.24,0.8518,0.4524,0.925,-11.69,-16.39,-7.24,0.7993,0.4482,0.932,-9.15,-22.3,-12.99,0.7968,0.4543,0.9303,-6.52,-28.78,-16.5,0.8363,0.4529,0.9207,-5.29,-31.76,-19.34,0.8635,0.4519,0.9226,-6.82,-29.16,-21.21,0.8628,0.4548,0.9131,-10.69,-20.98,-21.34,0.8424,0.4512,0.9202,-15.11,-12.42,-19.85,0.8204,0.4445,0.9307,-19.21,-7.53,-17.69,0.8152,0.4547,0.9362,-20.72,-6.83,-16.69,0.8253,0.4624,0.9379,-17.65,-9.86,-17.84,0.8463,0.4565,0.9418,-11.47,-13.84,-20.82,0.8846,0.444,0.9415,-4.47,-17.82,-24.86,0.9125,0.4432,0.9362,1.4,-20.71,-30.27,0.8766,0.463,0.9337,4.91,-21.42,-35.68,0.7994,0.4945,0.9299,5.35,-21.7,-39.21,0.6888,0.5222,0.9238,3.82,-19.42,-37.69,0.5714,0.542,0.9259,0.42,-17.01,-29.85,0.5021,0.5554,0.9247,-3.48,-15.61,-17.47,0.53,0.5431,0.9277,-5.65,-13.27,-4.15,0.6707,0.5081,0.9264,-6.69,-14.55,3.22,0.8828,0.4446,0.9189,-8.47,-17.53,-0.93,1.0486,0.3728,0.9163,-10.28,-18.73,-16.98,1.0292,0.3552,0.9314,-11.04,-22.32,-38.84,0.9076,0.3805,0.9442,-6.75,-28.05,-56.76,0.7483,0.4211,0.9304,1.09,-34.86,-61.81,0.5992,0.4462,0.92,6.65,-36.53,-52.41,0.5031,0.4598,0.9186,7.28,-30.51,-34.01,0.4988,0.4513,0.9103,3.77,-22.32,-13.56,0.6377,0.3777,0.8987,-3.05,-11.09,1.85,0.8142,0.2874,0.8955,-13.95,-1.4,3.99,0.9797,0.2029,0.9095,-24.76,0.65,-12.08,1.05,0.1373,0.9164,-29.59,-12.21,-44.24,0.9487,0.0957,0.924,-25.56,-29.03,-72.73,0.7145,0.0996,0.9291,-16.39,-41.11,-88.26,0.4761,0.1287,0.9338,-3.63,-47.02,-86.24,0.2678,0.1473,0.9291,11.29,-50.98,-65.92,0.2305,0.0985,0.9154,25.93,-51.97,-32.63,0.4399,0.0381,0.8958,35.22,-46.59,0.61,0.84,-0.0195,0.8684,32.58,-30.51,18.15,1.0861,-0.0646,0.8558,11.27,-15.46,9.27
0.7458,-0.277,0.925,-35.0,59.43,27.05,0.7167,-0.2495,0.9233,-35.87,55.84,30.46,0.7179,-0.2426,0.9224,-35.57,55.79,35.69,0.7087,-0.2329,0.9174,-35.69,55.95,40.6,0.6833,-0.2042,0.9237,-36.03,50.31,42.01,0.6863,-0.1653,0.9288,-33.76,40.36,39.42,0.658,-0.1438,0.9286,-26.98,32.64,36.96,0.5918,-0.1156,0.9291,-16.86,29.6,39.18,0.5868,-0.0709,0.9213,-5.69,26.69,47.26,0.6766,-0.0363,0.92,3.5,19.99,52.56,0.7007,0.0125,0.9189,9.18,10.21,49.24,0.6542,0.0798,0.9109,12.72,0.4,43.36,0.613,0.1344,0.9106,15.23,-5.25,41.19,0.571,0.1766,0.9133,16.02,-9.13,41.92,0.5729,0.2036,0.9177,15.7,-12.21,43.34,0.6335,0.2281,0.9226,15.79,-14.08,44.28,0.662,0.2559,0.9175,16.74,-14.09,44.6,0.6545,0.3032,0.9153,17.47,-16.24,44.48,0.6428,0.3348,0.9165,16.83,-19.45,44.38,0.6611,0.368,0.9207,15.53,-21.69,43.99,0.7255,0.3899,0.9131,14.4,-22.13,41.95,0.7858,0.3901,0.9039,11.43,-19.74,38.94,0.7664,0.3838,0.9047,4.87,-15.66,35.69,0.7311,0.4017,0.9092,-3.51,-15.23,33.54,0.6935,0.4313,0.9177,-9.55,-19.34,30.94,0.6632,0.4648,0.933,-9.24,-25.63,27.08,0.6385,0.4789,0.9275,-4.15,-31.11,26.27,0.6416,0.4344,0.9235,0.89,-30.78,29.63,0.6487,0.4178,0.928,3.08,-28.08,34.14,0.6932,0.4432,0.9227,3.77,-29.29,37.84,0.7551,0.4586,0.9243,3.79,-32.51,37.83,0.8246,0.4441,0.9258,2.47,-35.75,32.45,0.8534,0.4391,0.9194,-0.03,-41.98,24.87,0.8971,0.4198,0.9182,-1.99,-47.4,16.97,0.9049,0.4126,0.9183,-3.6,-50.86,10.73,0.8804,0.4015,0.9266,-5.19,-48.09,8.49,0.8716,0.4113,0.9231,-6.9,-42.59,10.44,0.8463,0.4115,0.9242,-8.86,-35.42,15.05,0.8293,0.3884,0.9312,-11.34,-25.92,19.5,0.8218,0.3671,0.9362,-13.24,-20.87,21.69,0.8494,0.3452,0.9326,-12.53,-19.78,21.0,0.8815,0.3276,0.9283,-9.74,-23.08,17.1,0.8964,0.3151,0.9335,-6.63,-30.15,10.6,0.907,0.299,0.9254,-4.58,-36.13,3.59,0.939,0.2889,0.9296,-3.0,-38.87,-2.69,0.9238,0.2991,0.9258,-2.08,-39.02,-6.53,0.8754,0.3068,0.9214,-3.01,-33.87,-6.16,0.8827,0.3131,0.9253,-5.34,-27.76,-3.24,0.9187,0.3013,0.9252,-8.41,-21.76,-1.53,0.9231,0.2747,0.9207,-11.79,-13.02,-1.64,0.8975,0.257,0.9231,-14.95,-6.29,-2.73,0.8639,0.2423,0.9263,-15.37,-6.17,-4.66,0.8644,0.2354,0.9329,-13.89,-9.27,-7.43,0.8813,0.2346,0.9333,-11.71,-12.94,-10.12,0.8663,0.2361,0.9327,-9.43,-12.35,-11.85,0.8365,0.2548,0.9373,-8.0,-10.18,-12.15,0.813,0.2714,0.9331,-6.92,-9.53,-11.11,0.8146,0.293,0.9377,-6.02,-9.98,-9.48,0.8386,0.3271,0.9337,-4.8,-10.15,-7.86,0.8748,0.3558,0.9332,-4.24,-8.24,-5.63,0.9303,0.3828,0.9269,-4.76,-4.71,-4.73,0.9779,0.4027,0.9247,-6.55,-2.46,-7.47,0.9921,0.4111,0.9315,-8.83,-1.7,-13.5,0.9634,0.4303,0.929,-10.13,-1.93,-19.74,0.8992,0.4493,0.9323,-9.42,-1.99,-23.54,0.8378,0.4915,0.934,-6.45,-2.45,-23.44,0.8389,0.5415,0.9384,-1.78,-3.6,-20.92,0.8375,0.5988,0.9388,2.6,-4.21,-17.99,0.8574,0.6495,0.932,5.5,-2.52,-14.99,0.9009,0.6799,0.9248,5.13,-0.26,-13.2,0.9188,0.707,0.9197,0.87,1.76,-14.77,0.9601,0.7122,0.9098,-5.5,3.66,-19.4,0.9291,0.7026,0.9113,-13.9,6.34,-25.1,0.8374,0.687,0.922,-21.61,12.0,-28.82,0.7032,0.6517,0.9288,-26.25,19.09,-27.27,0.6589,0.5789,0.9246,-26.05,22.5,-21.2,0.6603,0.5372,0.9265,-20.77,18.37,-16.36,0.7155,0.4998,0.928,-12.18,12.56,-14.57,0.8536,0.4537,0.9114,-4.19,9.53,-19.05,0.9999,0.4117,0.906,0.34,7.34,-29.49,1.1069,0.3563,0.9022,0.85,7.73,-45.87,1.026,0.3754,0.8865,-5.05,4.56,-62.12,0.8116,0.3928,0.8826,-19.08,3.1,-68.85,0.5731,0.359,0.8805,-41.29,13.98,-60.38,0.5018,0.3032,0.891,-66.12,30.37,-43.63,0.4983,0.1478,0.8945,-83.73,47.25,-29.6,0.77,-0.0371,0.9141,-92.52,52.85,-28.34,1.0059,-0.2031,0.926,-89.49,51.37,-46.16,1.1018,-0.3149,0.9342,-76.24,37.08,-75.57,0.9943,-0.338,0.927,-57.62,11.24,-103.82,0.7875,-0.3076,0.915,-43.26,-12.31,-117.79,0.5825,-0.2408,0.9125,-38.66,-28.48,-114.27,0.3872,-0.178,0.908,-42.69,-32.75,-97.47,0.2371,-0.1349,0.9116,-50.79,-23.32,-70.79,0.1747,-0.1273,0.918,-58.44,-6.87,-37.58,0.2595,-0.1753,0.9202,-60.94,9.09,-6.88,0.5428,-0.2653,0.9099,-58.48,13.71,9.24,0.8546,-0.3005,0.907,-53.32,6.69,3.66,1.1235,-0.3485,0.8983,-48.4,-11.77,-23.46,1.0585,-0.3695,0.8954,-48.7,-40.85,-60.4
